reviewId,reviewScore
102780524,2.0
102780910,2.0
102781954,2.0
102780028,2.0
102780748,2.0
102779524,5.0
102781005,3.0
102781469,5.0
102781569,4.0
102779507,2.0
102780483,2.0
102780725,3.0
102780837,3.0
102780888,4.0
102780948,4.0
102780006,5.0
102781291,3.0
102783393,2.0
102779604,2.0
102779738,2.0
102779875,2.0
102780607,2.0
102782018,3.0
102779555,2.0
102779975,2.0
102780494,3.0
102780769,2.0
102779524,5.0
102779563,5.0
102780403,4.0
102779545,4.0
102779557,2.0
102780725,3.0
102781057,4.0
102784175,2.0
102779889,4.0
102780388,3.0
102780607,2.0
102782395,2.0
102782769,2.0
102779975,2.0
102782149,2.0
102782650,2.0
102784444,2.0
102784591,2.0
102779507,2.0
102779521,4.0
102779560,4.0
102779686,4.0
102780989,2.0
102781334,4.0
102781867,4.0
102789361,2.0
102779482,4.0
102779496,5.0
102779543,4.0
102779543,4.0
102780388,3.0
102780165,2.0
102780218,2.0
102780627,2.0
102781076,2.0
102781954,2.0
102780049,2.0
102780956,2.0
102781215,2.0
102779563,5.0
102781005,3.0
102779541,3.0
102779560,4.0
102780001,3.0
102780483,2.0
102780632,2.0
102780644,3.0
102780704,3.0
102781057,4.0
102782734,4.0
102782734,4.0
102779597,5.0
102782142,5.0
102780376,1.0
102779761,2.0
102779761,2.0
102780910,2.0
102779501,2.0
102779531,2.0
102781569,4.0
102789858,3.0
102779528,3.0
102779630,3.0
102779951,3.0
102780374,3.0
102780625,4.0
102780644,3.0
102780668,2.0
102780821,2.0
102780869,4.0
102781828,3.0
102781828,3.0
102782779,2.0
102779496,5.0
102779550,4.0
102780006,5.0
102781777,5.0
102782142,5.0
102780524,2.0
102779585,2.0
102779604,2.0
102780513,2.0
102780758,2.0
102781297,2.0
102779531,2.0
102779544,2.0
102780299,2.0
102780491,2.0
102780543,2.0
102780956,2.0
102782396,2.0
102782650,2.0
102780416,4.0
102780692,4.0
102779951,3.0
102780001,3.0
102780374,3.0
102780704,3.0
102780888,4.0
102782779,2.0
102783989,4.0
102779523,4.0
102779597,5.0
102779553,4.0
102781074,2.0
102781241,4.0
102783393,2.0
102781269,1.0
102779743,2.0
102781076,2.0
102779701,2.0
102779861,2.0
102779968,3.0
102780494,3.0
102781215,2.0
102781359,2.0
102784591,2.0
102780845,4.0
102789858,3.0
102779486,3.0
102779545,4.0
102779596,2.0
102779596,2.0
102780041,3.0
102780625,4.0
102780632,2.0
102781867,4.0
102782426,3.0
102783989,4.0
102789361,2.0
102779482,4.0
102779523,4.0
102779889,4.0
102780792,4.0
102781074,2.0
102780165,2.0
102781241,4.0
102785260,1.0
102781269,1.0
102781420,1.0
102782182,2.0
102782182,2.0
102780627,2.0
102780758,2.0
102782395,2.0
102779501,2.0
102779544,2.0
102779616,2.0
102779701,2.0
102779861,2.0
102779984,2.0
102780259,2.0
102780299,2.0
102781359,2.0
102781374,3.0
102779490,4.0
102779519,4.0
102779541,3.0
102779557,2.0
102780041,3.0
102780668,2.0
102780869,4.0
102784175,2.0
102779654,4.0
102780376,1.0
102785260,1.0
102781420,1.0
102779585,2.0
102779875,2.0
102780218,2.0
102780513,2.0
102782018,3.0
102779984,2.0
102780028,2.0
102780049,2.0
102780491,2.0
102780543,2.0
102780917,1.0
102780917,1.0
102781374,3.0
102780416,4.0
102780845,4.0
102779519,4.0
102779528,3.0
102779962,2.0
102779962,2.0
102780270,3.0
102780948,4.0
102780989,2.0
102781334,4.0
102783315,2.0
102779634,4.0
102780792,4.0
102781777,5.0
102779553,4.0
102779738,2.0
102779743,2.0
102780414,2.0
102780414,2.0
102781297,2.0
102782769,2.0
102779555,2.0
102779616,2.0
102779968,3.0
102780259,2.0
102780748,2.0
102780769,2.0
102782149,2.0
102782396,2.0
102784444,2.0
102780403,4.0
102780692,4.0
102781469,5.0
102779486,3.0
102779490,4.0
102779521,4.0
102779630,3.0
102779686,4.0
102780270,3.0
102780821,2.0
102780837,3.0
102780916,3.0
102780916,3.0
102782426,3.0
102783315,2.0
102779550,4.0
102779634,4.0
102779654,4.0
102781291,3.0
